FID,PathDesign,PathDescription,RouteID,RouteDescription,Statement,geom
activetravel_routesection_approvedroutes.2197,tf_footway,Footway (alongside road),BUC13,Buckley:BUC13 - Access across Common to Town Centre,,"MULTILINESTRING ((328016.0203394153 364154.8734748038, 328002.02034320537 364111.8734864495))"
activetravel_routesection_approvedroutes.1807,tf_segregated,Segregated footpath/cycle track (alongside road),NGB2,Blaina:NGB2 - Blaina to Abertillery,,"MULTILINESTRING ((320878.13349064585 204869.72399053164, 320886.2442269396 204855.36855175951, 320900.2556009149 204839.25730471895, 320915.0972915459 204817.03528088, 320937.1827046884 204795.9928309003, 320964.9779745033 204772.8281076284, 320972.6321372859 204764.76228723692, 320980.08080084575 204755.40622369765, 320987.8418960083 204742.34960967297, 320999.9205451517 204721.09474475635, 321013.4549194602 204698.15391802415, 321026.7723052246 204673.1838060784, 321030.91050125955 204665.3578997149, 321033.63621210115 204650.1627476503, 321034.20021475526 204638.8819804152, 321029.9079547854 204625.09040125087, 321028.50124040036 204618.09059962205, 321033.516289414 204607.1094739103, 321063.3183120419 204570.05390207475, 321122.0063861984 204508.33785459853, 321173.96414348535 204454.48850964312, 321207.69256631634 204419.58876747254, 321255.8230901979 204369.6800304376, 321273.1451000504 204351.85340952117, 321290.6784707969 204335.6866519302, 321304.75616326183 204323.63948299317, 321320.6457755515 204308.97683396487, 321327.9336455925 204301.10139209474, 321343.10886478133 204276.2860187578, 321351.9686056756 204262.28763179405, 321360.49546800053 204250.6968182489, 321377.85289895436 204235.08721633034, 321390.81968340767 204223.05742606235, 321409.61877302744 204204.83812211425, 321428.2385339189 204186.99123166082, 321439.20259437134 204177.2103565997, 321474.0749590062 204144.1408103779, 321489.0682738724 204131.34023837547, 321495.2394810408 204123.11259814317, 321498.6292741459 204114.74353796913, 321500.46512776637 204101.77859481517, 321521.388297635 204100.89783292887, 321548.23618711333 204099.73998326418, 321568.6094159826 204099.23760042223, 321578.6918918885 204116.08245638496, 321584.3699160275 204123.75573230122))"
activetravel_routesection_approvedroutes.1808,tf_shared_away,Shared use footpath/cycle track (away from road),AB1,Abertillery:AB1 - Abertillery to Llanhilleth,,"MULTILINESTRING ((321818.1099541801 203778.20962321095, 321815.97461819445 203771.95905121748, 321814.6995027872 203761.44432999572, 321817.71383841545 203752.71111807768, 321826.3245707444 203734.4652779, 321834.2460175269 203719.5568202283, 321846.1799252557 203700.52001249377, 321859.98366331053 203682.5630497919, 321870.7558013157 203672.23073937674, 321885.6999056203 203656.10425370454, 321909.9229141297 203628.92934559006, 321926.26332228957 203607.23653182527, 321945.3254003743 203581.8050176183, 321958.70486840705 203560.3428641784, 321972.96490661986 203535.9098172433, 321991.46312615817 203509.93240529863, 322015.9912466754 203466.4877984823, 322030.5049959073 203434.47260590602, 322038.0226612306 203417.35194053792, 322053.8449885283 203386.05556696397, 322069.25693221873 203352.17777758586, 322080.90723136207 203326.67549344565, 322088.96959326405 203308.80679098348, 322095.7265652688 203290.40374483686, 322098.05781603424 203285.3771629681, 322102.2039470017 203265.90544644522, 322104.9709128066 203253.10905319598, 322106.72922772216 203246.9822969751, 322108.09352961165 203227.36865414894, 322105.87827000517 203215.9431177138, 322106.81424352544 203180.62484059454, 322106.08910883695 203157.71619025618, 322117.9299108574 203108.5506436663, 322122.1014507316 203078.7267978331, 322124.2212705163 203060.02503250598, 322125.72865246364 203049.65057114308, 322124.328248509 203031.0031591574, 322120.9807171105 203006.28596749838, 322119.13309878565 202994.66939258407, 322112.1485727984 202974.4445736368, 322104.88148726255 202947.9393024501, 322101.4034708055 202938.7508264305, 322082.6224841743 202898.74487838882, 322073.63105267327 202880.58411304106, 322060.5518947962 202861.74718578858, 322045.8165367211 202843.67526316893, 322012.61977141077 202806.2951043963, 321974.78463417856 202768.61705046362, 321948.4348466818 202742.591532923, 321917.2988280243 202718.6736386043, 321894.2302863512 202701.10057423374, 321863.25322539546 202675.5166267996, 321806.38713887974 202629.81558636186, 321768.70133634604 202601.9328596497, 321726.50198681315 202569.86863421416, 321698.77961628983 202551.07422254962, 321659.7511715044 202532.2709340232, 321642.34616049 202521.4500807075, 321612.26327216695 202505.835344448, 321535.38946514094 202461.00179403718, 321494.21766512585 202435.57765443076, 321461.8900202539 202418.7044504077, 321422.7846399613 202395.09708896786, 321374.3214851984 202365.72025251493, 321338.59113436483 202344.64872600185, 321323.3824049552 202332.13038265356, 321281.97729552345 202291.9212389834, 321209.33362711547 202221.69676874363, 321143.2838037925 202146.56223781954, 321101.5427256546 202096.9294614573, 321079.1516804028 202063.81726786314, 321047.3990310677 202024.7506486621, 321034.9217630423 201997.39895340247, 321020.1217873434 201951.96499832696, 321013.5973204631 201914.1660383963, 321012.8613807527 201890.88201189152, 321009.52516416984 201867.26889110036, 320995.00118603057 201886.7249185195, 320984.8640512523 201902.2294883699, 320981.3897173288 201917.07482531905, 320980.47108057677 201917.64439033723, 320981.40347014467 201917.99952962704, 320980.8330148108 201917.08405606914, 320980.647697041 201917.08696399856, 320981.02123300754 201917.265987591, 320981.02413342905 201917.45082709607, 320981.4005697502 201917.81469013286))"
activetravel_routesection_approvedroutes.1809,tf_shared,Shared use footpath/cycle track (alongside road),AB1,Abertillery:AB1 - Abertillery to Llanhilleth,,"MULTILINESTRING ((320981.03355433844 201918.00479212002, 320979.09626287955 201912.67352489714, 320978.3430745525 201900.11313762184, 320980.3435622886 201885.84553419595, 320975.0933991303 201870.2125740124, 320968.9659183999 201857.73642085207, 320973.7462068056 201843.42507102003, 320980.0696944097 201821.1392725769, 320990.9883150465 201784.54479622492, 320993.7968828942 201774.516674401, 320994.8044260844 201767.84481745114, 320992.6670006745 201749.7590571546, 320989.44951453456 201733.7239862036, 320980.433833379 201678.952317492, 320979.2087588768 201671.760681206, 320975.7594507511 201652.77069285995, 320973.5323100392 201640.78747446713, 320968.1458748222 201628.29911843874, 320967.23018957535 201605.38638960884, 320968.28963159013 201590.20823909796, 320968.23129753507 201574.677789092, 320967.3848280581 201568.0353005575, 320965.2301567849 201560.67319833103, 320963.6343738419 201553.48721364303, 320964.27126614837 201546.8208767968, 320965.6262801262 201538.66407181334, 320968.0410771902 201527.16243892454, 320974.431683669 201509.12690495804, 320975.6559093386 201480.8179373491, 320976.44915893656 201472.3000424907, 320977.2711251953 201453.79699130857, 320973.0694571903 201434.0778341925, 320966.29191695136 201415.69443041872, 320960.1722672171 201391.93788250838, 320955.82504530565 201374.80998887384, 320952.4538084379 201360.8101135738, 320950.0788798152 201351.23230202327, 320941.7756324041 201330.09843043942, 320936.9941560179 201320.74324684235, 320950.2834599428 201317.02138190204, 320956.5560033687 201315.07387138263, 320949.570421922 201295.2135108458, 320939.5268528926 201257.649341803, 320933.34053950425 201241.47442244232, 320925.23110244534 201220.89179968846, 320926.56583948457 201211.44040414738, 320939.0589482455 201204.21767876786, 320944.01100856386 201200.81155272294, 320940.84819243447 201188.28722091625, 320936.3154015285 201171.1615593633, 320935.92402899923 201158.03891631763, 320937.13693242363 201140.82296583802, 320942.27114698454 201125.39454950875, 320946.27334187843 201120.52397211693, 320961.7551641131 201102.8990665943, 320975.64146767114 201089.9220633633, 320997.3847532875 201069.6101195506, 321017.3008061427 201050.9910946901, 321042.92808995576 201030.06355427683, 321068.0053257124 201009.51452128158, 321102.1968879209 200979.02207640657, 321141.1414816391 200944.20212329453, 321182.10526453785 200908.05620989413, 321201.3216989998 200892.03722791246, 321215.23232760583 200880.53939259186, 321232.256493839 200866.58888950734, 321259.1310795719 200842.313631789, 321282.12207113387 200818.65387008508, 321302.17641864927 200796.88924134627, 321308.0385883144 200792.35945482756, 321324.6342746197 200786.5524729374, 321329.43629018695 200785.3679245446, 321325.52698925865 200772.4841602372, 321320.4333191277 200754.99569458637, 321321.0794720342 200748.8830136854, 321325.50502694317 200747.33447965368, 321325.50791431114 200747.5193616334, 321330.7291899624 200761.30733468634, 321384.62641501357 200745.8567251981, 321462.33178915165 200723.37803333747, 321485.395357004 200716.17619097652, 321504.8266491587 200713.83917364373, 321534.9599918885 200708.19174913032, 321593.7698650435 200698.58445921756, 321641.29582928366 200690.6327776711, 321668.5038854081 200687.62064172106, 321669.6699320292 200691.11665246048, 321671.06308428966 200697.19713573967, 321673.0173194153 200703.63924071996, 321677.8482321304 200704.3038433161, 321683.8272693067 200719.19004596048, 321691.204387824 200740.52691973664, 321692.95597773965 200745.86256625253, 321697.1876526498 200767.61808078288, 321699.3300623753 200774.24210467562, 321699.0455540794 200779.7942907242, 321696.52811599907 200784.82640350534, 321691.5751511379 200788.23204707872, 321683.9351927929 200785.76186441438))"
activetravel_routesection_approvedroutes.1810,tf_shared_away,Shared use footpath/cycle track (away from road),TR1,Tredeger:TR1 - Tredeger to Bedwellty Pits,,"MULTILINESTRING ((315025.36748953623 207304.48782659898, 315033.8183880839 207289.86178865517, 315036.81958739605 207281.1297919668, 315037.7722097686 207260.796790844, 315038.01374834037 207253.22046845494, 315039.71286885685 207244.1410152577, 315043.2718262215 207235.5846644069, 315057.7542276899 207215.9463881292, 315065.5836004495 207208.05666753137, 315070.99076728086 207199.28435498493, 315077.30487063783 207189.388502969, 315086.1507432391 207175.94097885332, 315111.46132076194 207139.49601970363, 315123.75077913894 207121.5569497518, 315134.34922846244 207102.16875165538, 315158.15067032364 207064.08708665858, 315182.3157361507 207025.63015820598, 315189.88026418944 207012.9419665484, 315194.685746614 207001.40898693667, 315200.960480157 206978.214964837, 315271.3081771142 206866.94100929, 315315.9698553307 206791.74813666288, 315360.09144766186 206717.48817586736, 315369.99539598415 206700.69632169383, 315378.5901932019 206683.18802913767, 315395.9775444812 206648.90687207307, 315432.38458804175 206577.99242216477, 315463.39137243456 206516.80413001723, 315493.8211895177 206454.03967500664, 315553.92933752516 206327.78321596858, 315600.7864058316 206228.34801071772, 315624.579391021 206178.25450224272, 315647.026368891 206125.22781368234))"
activetravel_routesection_approvedroutes.1811,tf_shared_away,Shared use footpath/cycle track (away from road),TR1,Tredeger:TR1 - Tredeger to Bedwellty Pits,,"MULTILINESTRING ((315024.6881156278 207304.5320287987, 315017.8178277209 207308.89620417875, 315013.34213158715 207307.0325328124, 315007.5861858662 207306.11399681104, 315002.04657649866 207307.0387886248, 314995.8133101653 207310.74578111415, 314989.5171523349 207316.2084694273, 314984.4383472281 207322.4817129139, 314981.0037873836 207327.43426890374, 314977.7070721487 207335.06259697652, 314970.8266234901 207349.76999170956, 314963.6638516487 207364.20508644904, 314951.12714955356 207389.35102907562, 314935.53573284455 207419.99704025767, 314930.59964986413 207429.22289929277, 314921.4320722431 207445.53869166895, 314917.0420159022 207454.20120141807, 314908.340444115 207470.69374642253, 314899.718986065 207486.4461333095, 314893.623549009 207498.27721411985, 314886.27488139196 207507.17444240203, 314880.32866454776 207516.87902785395, 314868.26213041024 207536.93752921454, 314859.1703152214 207552.23603231256, 314851.69922157656 207564.82907123555, 314836.2677824532 207588.45353497862, 314823.5599689672 207608.8921134977, 314812.9291445245 207631.69637264108, 314803.54123503144 207645.89160762425, 314797.3114237709 207655.23147486424, 314784.55073525547 207672.5311509245, 314776.5859409387 207683.2855426569, 314769.3569162907 207693.7504246317, 314765.7314586408 207698.33665365103, 314750.41218166274 207723.06699056725, 314738.4188712645 207741.9233537388, 314738.0580538848 207742.48352083238, 314723.36342792073 207765.81802988995, 314715.33298745204 207778.14323630166, 314696.22572078253 207808.7550635516, 314688.10129867826 207820.9894698881, 314678.27798273694 207836.7616008959, 314664.12825114693 207859.44025014254, 314650.2437608293 207881.37562970002, 314637.72099390323 207901.71808080707, 314622.6743583435 207926.07388655888, 314614.6475624217 207938.58349926368, 314606.3572733423 207951.9286094277, 314597.0740850789 207966.76796555164, 314583.29058234155 207989.16305924946, 314571.86168111954 208008.47097535583, 314562.35283636895 208026.3611686299, 314549.5939942933 208054.55583867047, 314545.7557030873 208062.93129552313, 314539.7261689918 208078.5461513836, 314534.95936449076 208092.20046264183, 314529.8710605897 208108.72258602007, 314526.534819065 208119.3977971808, 314521.87483841274 208139.32892310224, 314517.1427599852 208160.4615416836, 314513.97299800697 208180.92117244517, 314510.613464797 208201.10695233347, 314507.00782128813 208228.59111645247, 314503.6374576213 208253.57816802344, 314501.5139600627 208270.23403666675, 314499.0846863111 208290.68064260553, 314497.05544039677 208312.87465200986, 314493.36078572005 208351.43938835134, 314492.90143846045 208362.52682704694, 314495.57426111714 208367.2825170512, 314504.9512806422 208396.11453520868))"
activetravel_routesection_approvedroutes.1812,tf_shared_away,Shared use footpath/cycle track (away from road),TR1,Tredeger:TR1 - Tredeger to Bedwellty Pits,,"MULTILINESTRING ((314504.9951807312 208396.13424319273, 314510.86627042503 208409.32979984715, 314503.739162329 208414.80612907175, 314498.7342213836 208419.87704344664, 314493.67286872177 208427.07248342823, 314489.8851086651 208432.95364637586, 314487.9355981146 208438.0648984952, 314486.3970855897 208445.56969708123, 314485.58802531625 208457.86315064342, 314484.3321004932 208476.53481601714, 314483.2488258182 208499.91218528687, 314483.13140842435 208509.33158964146, 314482.15626778826 208528.18294310058, 314480.9677885334 208545.37597547122, 314479.420293296 208568.66860223567, 314478.5313060079 208581.70172877662, 314477.71758388047 208593.71795656084, 314477.0700921359 208604.6234190151, 314478.3582951881 208625.92868745333, 314477.0961734196 208644.23054346442, 314475.4230785334 208660.13888691436, 314473.7138673991 208673.9243345348, 314470.53994958824 208694.10503860883, 314469.5803271079 208702.98447387456, 314468.3198351733 208721.3783516622, 314467.1910122871 208736.63093120104, 314465.63124849845 208764.63136087562, 314465.1484606054 208774.3334616737, 314463.12590192154 208796.89455505018, 314462.919153044 208806.49957399082, 314460.8105319304 208834.87824930373, 314459.8996637217 208846.6185725527, 314457.3820047856 208883.58981419535, 314455.0993943669 208912.61726518086, 314454.0490608034 208927.0370605903, 314451.82463242055 208959.4790883551, 314449.57527422666 208995.89103553916, 314447.53893913364 209023.0672959881, 314446.0796212699 209046.07929432578, 314444.940333292 209071.57830525556, 314444.53324341617 209091.15644647833, 314445.64293122117 209118.27863281698, 314448.2311108484 209134.38990101434, 314447.1415765069 209146.5018411065, 314450.8702778946 209175.24081409402, 314454.59422743507 209203.70276133268, 314458.1299455968 209231.98312546255, 314460.32628444873 209257.7013489055, 314461.406196057 209288.5156787024, 314461.3377572053 209306.2409541363, 314460.9241891705 209320.00260033534, 314459.5415696159 209336.6423914719, 314457.28400588664 209356.25101014518, 314455.55627826607 209368.92715519294, 314451.5001469577 209391.61255192856, 314448.5916558519 209405.60107292637, 314444.4397299442 209422.65698895114, 314440.15916606004 209437.59190100012, 314436.4744161505 209449.47038710013, 314433.4137590543 209459.95356796257, 314428.0214364905 209474.81500792608, 314424.19549610175 209483.8342229196, 314417.09878166125 209501.86315814639, 314411.05262380984 209516.36639883713, 314408.28510895633 209522.3213269157, 314401.77325764106 209536.64783860795, 314398.8115394901 209547.49841410277, 314397.7518660617 209555.91654181283, 314397.80557575484 209564.50030164298))"
activetravel_routesection_approvedroutes.1813,tf_shared_away,Shared use footpath/cycle track (away from road),TR2,Tredeger:TR2 - Tafarnaubach Ind Estate to Tredegar,,"MULTILINESTRING ((314032.7756660762 209969.82809697592, 314016.79770432675 209944.62637456786, 314008.1380629411 209936.0982437288, 314002.8436107724 209929.54314421088, 313997.141178127 209920.77977634617, 313996.0264719553 209909.72259819938, 313997.90694730397 209900.64477174182, 314005.1216260841 209889.62956055842, 314013.2867467643 209880.07491374284, 314014.0728925373 209871.93880325626, 314012.0615051245 209862.5583209822, 314004.0186207094 209846.81983298133, 313986.3938305043 209822.7534085872, 313976.1241201746 209806.6837460813, 313963.962946477 209788.24652649218, 313960.57233221806 209784.7970225828, 313941.53475613974 209775.52342415607))"
activetravel_routesection_approvedroutes.1814,tf_shared,Shared use footpath/cycle track (alongside road),TR2,Tredeger:TR2 - Tafarnaubach Ind Estate to Tredegar,,"MULTILINESTRING ((313941.1615316103 209775.34520812077, 313936.352223681 209786.31955005188, 313935.00160825363 209793.91165908694, 313932.50919518224 209799.67723241873, 313926.03782093537 209810.86461733875, 313922.4352470544 209816.64919866907, 313913.68663637445 209824.55264452874, 313903.9322538498 209838.56537692127, 313897.0846105723 209849.38995299273, 313890.89169812785 209855.2189142757, 313873.8009738729 209840.7433350024, 313857.6985918777 209829.94297579833, 313841.82864816586 209821.90777669958, 313825.07149208186 209816.1031314435, 313816.51578423404 209813.66538630734, 313798.8587519651 209809.35312304803, 313783.28136596776 209807.58974667132, 313766.835838874 209809.1642756521, 313747.12948693335 209814.85623113293, 313730.6796116066 209826.9536209216, 313721.01884283684 209835.61149514013, 313715.3938778192 209842.1693723001))"
activetravel_routesection_approvedroutes.1815,tf_shared_away,Shared use footpath/cycle track (away from road),TR2,Tredeger:TR2 - Tafarnaubach Ind Estate to Tredegar,,"MULTILINESTRING ((314397.6123309356 209564.4470881218, 314398.48456446157 209572.18611389538, 314399.14974442305 209578.6363440351, 314397.59446312697 209585.12439958763, 314395.4526237059 209589.77628650935, 314390.7296916814 209595.0259984011, 314375.8580025654 209602.11020441767, 314368.1745023035 209607.4103848947, 314362.5390126426 209613.41412128217, 314359.85272554285 209616.4089344396, 314352.9002724836 209626.58894499, 314345.5935082891 209637.6980563781, 314337.82576022483 209648.90732246818, 314329.32734660216 209660.6828765038, 314320.2033834106 209673.76137653348, 314294.1266506474 209707.52865486173, 314284.6280753275 209720.33658064617, 314280.8494427288 209726.67782395793, 314274.050844515 209735.00900567253, 314269.45218775445 209742.10267448134, 314260.0277630908 209759.2476277296, 314255.0937358058 209768.37770414288, 314248.07638917904 209785.5738152641, 314243.64909355366 209797.27972422517, 314238.6088708801 209811.02676058427, 314236.1586582675 209819.2836300687, 314233.66635281744 209830.4949203655, 314232.13815295947 209838.55141276948, 314231.7437628183 209847.9730835036, 314233.2701163816 209856.06970065582, 314234.15630846773 209859.1928741858))"
activetravel_routesection_approvedroutes.1816,tf_shared,Shared use footpath/cycle track (alongside road),TR2,Tredeger:TR2 - Tafarnaubach Ind Estate to Tredegar,,"MULTILINESTRING ((314234.0622188944 209859.10217722622, 314225.428467024 209857.49583008402, 314216.20338180335 209853.77662329125, 314208.7565411383 209851.22700258077, 314197.768930109 209847.26101459976, 314198.415428595 209852.6035587223, 314198.75601412903 209856.28986677667, 314196.2770438568 209857.43984494795, 314194.4661637781 209859.77835225657, 314193.886339567 209863.75728509447, 314193.10147838347 209871.98564842466, 314190.77383421594 209881.9941019721, 314188.3989119219 209889.23427043337, 314185.5567004059 209896.20550540125, 314182.2408955911 209902.538707537, 314178.6801678763 209905.368605502, 314171.067779819 209909.37535429117, 314160.49182881403 209913.24814768764, 314158.19476783276 209914.21042076783, 314152.7743380871 209916.51829881058, 314145.03950941324 209918.7734345059, 314133.3534408717 209922.6652526331, 314128.2888864656 209924.13635382085, 314119.8202861664 209926.77327676013, 314107.9539617768 209930.94513647776, 314094.44767431926 209936.62189410126, 314080.497792303 209943.4138894549, 314071.14516080904 209948.46584736614, 314057.84450731584 209955.33908835653, 314040.7982551416 209965.04548760277, 314032.7408723398 209970.07533475506))"
activetravel_routesection_approvedroutes.1817,tf_shared_away,Shared use footpath/cycle track (away from road),TR2,Tredeger:TR2 - Tafarnaubach Ind Estate to Tredegar,,"MULTILINESTRING ((313715.4195533481 209842.23571881972, 313708.3081897913 209832.2967487034, 313704.73239472375 209828.85062141286, 313698.6808864554 209826.7392808824, 313690.9916194258 209820.8716148954, 313681.7089660902 209813.83137536637, 313673.09292154503 209807.88733989192, 313668.3239010652 209805.01555149275, 313661.6950534251 209801.62190180627, 313652.9399289321 209798.3571089236, 313641.7011522348 209795.9657646488, 313630.66325990995 209794.49403712957, 313623.71349449066 209793.96739268093, 313609.654317304 209794.39375312882, 313593.84369633574 209795.21949598286, 313581.6459433896 209796.26005196024, 313565.18613480387 209797.00474777428, 313536.1617039171 209798.98108659062, 313522.2986913804 209800.05044805806, 313508.14701652346 209800.4786849093, 313481.6987455436 209801.58024342055, 313456.73072771035 209802.65644047392, 313428.910643816 209804.70495616057, 313418.55688122165 209805.34491271706, 313395.8044812861 209806.10631352442, 313374.44936163264 209807.39755121106, 313349.6855108886 209809.57841557224, 313331.0244974278 209811.46950185136, 313311.2373906098 209812.45704286266, 313290.5235449193 209813.36835275235, 313269.7203753909 209814.46589937754, 313251.1359825511 209815.43291316403, 313233.17529426346 209815.0046538266, 313223.73077854386 209814.706261246, 313200.74875322357 209812.8879805343, 313169.51052283775 209809.92023176956, 313159.2253773827 209809.1749649786, 313132.6926097345 209805.3876635838, 313109.1234841403 209801.73384671396, 313100.86247591866 209800.3075522335, 313095.80126292084 209801.96428787505, 313090.59014284785 209805.65433055704, 313084.47782493563 209810.74454077886, 313082.4808059995 209812.99440769595, 313086.33619242563 209816.52759118268, 313091.84414839477 209824.64741704066, 313094.1826367497 209831.4374969963, 313095.97241565544 209838.60627813096, 313096.3760667563 209845.8913320453, 313095.90398658556 209850.69931444555, 313094.43500086095 209856.7244902486, 313091.0679173182 209865.36700464896, 313087.9017584679 209869.57545194298, 313082.4339281727 209874.46984654, 313076.0457584408 209879.65707833046, 313068.3783752354 209885.78948478645, 313060.0729959451 209892.48675805551, 313054.0693002311 209898.49807695294, 313048.90462947235 209904.8640866587, 313044.2105252815 209911.68346410146, 313038.33133220003 209919.5386840799, 313032.3516571056 209926.93412532104, 313025.0800128696 209934.5365374704, 313017.9950141001 209942.2280203764, 313009.79828650446 209949.84645155864, 312997.4035374727 209960.8604702056, 312987.3742050485 209969.52597488608, 312977.982901545 209977.62662221026, 312966.9919572426 209989.5393601086, 312955.2673664679 210001.83401469217, 312947.7040206274 210008.6107787295, 312929.56769684766 210024.7086113458, 312919.4700901586 210034.75985011505, 312910.9148158414 210043.03063740232, 312900.1761069681 210053.46219896915, 312891.0914335575 210063.2189783092, 312882.620763464 210071.02680301503, 312875.7195952198 210078.62280906842, 312870.1740917695 210084.3492991876, 312863.70830106083 210090.36865303857, 312854.0286856035 210097.82826008438, 312842.87214229774 210105.49810108845, 312822.0377090603 210120.71986525104, 312802.8301273095 210133.69825483527, 312791.2079898124 210141.1916472143, 312776.38652093674 210150.95578391658, 312756.7022022221 210163.11187259055, 312745.70371879137 210169.21002228436, 312730.7514364483 210176.76135667466, 312723.03361959045 210179.9412965107, 312715.6858461661 210183.11481660412, 312698.1161521024 210189.14264306397, 312688.0011764732 210192.82578505354, 312677.58462979255 210195.129715532, 312663.6367361538 210196.5720834823, 312642.6710615866 210198.87491732533, 312625.22873947036 210201.5780402496, 312617.5634027578 210202.4497663852, 312609.2440902171 210202.96368950058, 312598.36184459605 210205.09128789103, 312589.3249519787 210206.90990243212, 312582.6740052058 210207.5794333149, 312576.8427853066 210207.49632188183, 312560.50098124455 210209.62672584108, 312549.1231566678 210215.17808029777, 312544.4945470844 210215.0740698243, 312540.5054599521 210214.4974388125, 312534.4715567177 210213.40262852673, 312521.4616784373 210215.56743955612, 312501.83142388996 210220.15504834545, 312478.0431765831 210225.0920717151, 312460.89783752477 210228.89815654856, 312454.35712946346 210230.5812098747, 312439.3008976061 210232.13581142796, 312429.88120406674 210233.22299880342, 312416.1932934805 210233.64624255977, 312401.4797548106 210233.62592123658, 312386.8458473738 210232.86587217782, 312369.1511331182 210231.69777350087, 312353.3910204034 210230.0344904645, 312342.8893449303 210227.44880794914, 312331.6347125535 210224.13790346147, 312322.16348340316 210222.2726595556, 312318.74643374834 210227.96247876273, 312314.17189270526 210236.25683697604, 312304.8748925926 210254.97095008328, 312300.1379394038 210264.56027573656, 312296.3644819796 210265.7337267588, 312292.102713044 210265.43895165058, 312287.05577284185 210262.5735679394, 312286.396944428 210261.93899161974, 312280.8065229882 210270.34336522437, 312283.9204816737 210273.79627550894, 312285.84634833894 210278.10060501943, 312285.93657803896 210283.26765809493, 312284.9102829991 210288.0850161258, 312282.4738333839 210291.6348413038, 312278.35937889724 210294.4755963398, 312270.5366123125 210296.91963684675))"
activetravel_routesection_approvedroutes.1818,tf_shared,Shared use footpath/cycle track (alongside road),TR2,Tredeger:TR2 - Tafarnaubach Ind Estate to Tredegar,,"MULTILINESTRING ((312270.44249429693 210296.82898400526, 312267.04070503905 210298.08825611812, 312255.94735454937 210304.00441748596, 312242.19230508356 210311.16695398075, 312228.718036895 210318.50920594228, 312206.156676571 210330.07133693667, 312195.05701376335 210335.61852786154, 312191.746161211 210336.78395765834))"
activetravel_routesection_approvedroutes.1819,tf_shared_away,Shared use footpath/cycle track (away from road),BRC1,Bridgend:BRC1 - Tondu to NCN4,,"MULTILINESTRING ((289269.1498160087 184030.079271562, 289232.36682595557 183937.9422965208, 289239.96682389756 183934.99829731864), (289260.6418182988 183926.98729949596, 289239.96682389756 183934.99829731864, 289238.75782422395 183927.2932994109, 289230.9078263472 183912.08730352682, 289226.80182745843 183908.2183045725, 289222.3418286657 183906.64930499962, 289208.0938325241 183912.20730349323, 289202.66083399486 183910.9973038183, 289199.88983474456 183907.6183047336, 289198.1998352014 183901.7003063358, 289193.005836607 183897.4813074798, 289190.35083732556 183894.4623082959))"
activetravel_routesection_approvedroutes.1821,tf_footway,Footway (alongside road),BRC1,Bridgend:BRC1 - Tondu to NCN4,,"MULTILINESTRING ((289276.54681400664 184034.60927033063, 289286.56181129377 184024.39127310185, 289290.2828102861 184022.28727367468, 289291.28681001416 184021.7192738257, 289293.92480929976 184020.22827423312, 289297.89880822354 184018.4182747245, 289304.6608063929 184019.65727438917, 289308.96780522686 184020.14927425672, 289313.15180409426 184021.749273822, 289317.33480296214 184024.94827295945, 289322.03080169216 184034.9222702562, 289327.03080033907 184040.92226863292, 289331.7777990555 184054.61126492132, 289346.08879518596 184092.02425478725, 289358.1507919227 184111.8552494152, 289369.39478888083 184129.64224459638, 289373.9617876448 184134.77124320745, 289382.68378528487 184144.566240552, 289399.03978085844 184159.90023640072, 289409.4667780363 184167.6692342991, 289432.772771728 184179.93523097743, 289464.0527632607 184193.83822721674, 289482.05875838635 184199.77922560775, 289515.69674928027 184210.8792226037, 289565.0307359253 184226.92221827008, 289571.4267341939 184229.8292174791, 289576.03073294763 184231.9222169136, 289599.0307267216 184241.9222142052, 289643.03071481176 184265.9222077118, 289647.0307137291 184267.92220717052, 289668.0307080449 184280.92220364767, 289703.03069857135 184301.92219796532, 289712.5876959844 184307.27219651232, 289727.7346918845 184315.75019421993))"
activetravel_routesection_approvedroutes.1822,tf_footway,Footway (alongside road),BRC1,Bridgend:BRC1 - Tondu to NCN4,,"MULTILINESTRING ((289273.650814791 184036.60626979294, 289275.09081440105 184035.613270063, 289276.54681400664 184034.60927033063))"
activetravel_routesection_approvedroutes.1823,tf_shared_away,Shared use footpath/cycle track (away from road),BRC2,Bridgend:BRC2 - Ynysawdre to NCN4,,"MULTILINESTRING ((289730.7126910773 184310.4301956608, 289738.92068885383 184300.30219840823, 289745.0206872016 184294.9021998722, 289747.587686506 184291.46920080355, 289758.13768364757 184275.7852050562, 289772.6206797232 184251.70221158158, 289774.5206792087 184251.9522115172, 289797.3156730386 184265.55120783334))"
activetravel_routesection_approvedroutes.2198,no_footway,Road without footway,BUC13,Buckley:BUC13 - Access across Common to Town Centre,,"MULTILINESTRING ((328000.5123932888 364109.0498830114, 327985.52699361596 364066.6965818243))"
